task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
23	e0/f5dea7	20856.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:GFASTATS (primary_hap2)	COMPLETED	0	2026-02-04 15:37:34.503	2m 20s	2m 15s	108.4%	1 GB	1.3 GB	165.6 MB	180.6 MB
20	94/32d402	20857.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:GFASTATS (primary_hap1)	COMPLETED	0	2026-02-04 15:37:34.548	2m 20s	2m 14s	108.8%	948 MB	1.2 GB	168.1 MB	183.4 MB
25	a3/2f4da4	20861.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:MINIMAP2_ALIGN_ASSEMBLY (primary)	COMPLETED	0	2026-02-04 15:38:34.342	4m 50s	4m 47s	985.9%	35 GB	37.5 GB	367.2 MB	6.2 GB
14	76/0aa347	20848.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:FASTX_MAP_LONG_READS:FASTXALIGN_PYFASTXINDEX (DurTes.fastq.gz)	COMPLETED	0	2026-02-04 15:36:09.512	10m 50s	10m 46s	100.2%	1.8 GB	1.8 GB	55.6 GB	2.2 GB
24	df/94cea0	20859.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:BUSCO_BUSCO (primary_hap2)	COMPLETED	0	2026-02-04 15:37:34.640	14m 30s	14m 16s	1443.4%	7.4 GB	287.6 GB	9.2 GB	6.5 GB
21	2b/9e07e8	20858.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:BUSCO_BUSCO (primary_hap1)	COMPLETED	0	2026-02-04 15:37:34.601	14m 30s	14m 17s	1451.1%	7.7 GB	288.4 GB	9.3 GB	6.5 GB
18	96/c63d48	20860.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:MERQURYFK_MERQURYFK (primary)	COMPLETED	0	2026-02-04 15:37:34.683	16m	15m 51s	511.2%	12.7 GB	16.7 GB	251 GB	82.8 GB
29	d6/4888f4	20866.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:FASTX_MAP_LONG_READS:FASTXALIGN_MINIMAP2ALIGN (primary)	COMPLETED	0	2026-02-04 15:46:59.611	37m 45s	37m 37s	1762.4%	8.3 GB	9.9 GB	91 GB	9.7 GB
28	46/8c4375	20865.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:FASTX_MAP_LONG_READS:FASTXALIGN_MINIMAP2ALIGN (primary)	COMPLETED	0	2026-02-04 15:46:59.569	1h 2m 15s	1h 2m 8s	1879.5%	8.2 GB	9.8 GB	150.1 GB	17.1 GB
27	75/961eee	20863.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:FASTX_MAP_LONG_READS:FASTXALIGN_MINIMAP2ALIGN (primary)	COMPLETED	0	2026-02-04 15:46:59.485	1h 2m 25s	1h 2m 20s	1880.9%	8.1 GB	9.5 GB	149.8 GB	17.1 GB
26	c0/01ec33	20864.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:FASTX_MAP_LONG_READS:FASTXALIGN_MINIMAP2ALIGN (primary)	COMPLETED	0	2026-02-04 15:46:59.527	1h 2m 35s	1h 2m 26s	1901.2%	8.4 GB	9.9 GB	149.6 GB	17.1 GB
30	ce/d07787	20883.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:PURGEDUPS_PBCSTAT (primary)	COMPLETED	0	2026-02-04 16:49:35.012	14.5s	5s	98.4%	20 MB	29.3 MB	101.9 MB	67.9 MB
31	d1/903f5d	20884.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:PURGEDUPS_CALCUTS (primary)	COMPLETED	0	2026-02-04 16:49:49.628	9.8s	0ms	111.6%	0	0	79.9 KB	444 B
32	6b/556f13	20886.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:PURGEDUPS_HISTPLOT (primary)	COMPLETED	0	2026-02-04 16:49:59.578	9.9s	2s	2470.5%	97.1 MB	16.5 GB	20.9 MB	114.4 KB
33	64/1b961c	20885.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:PURGEDUPS_PURGEDUPS (primary)	COMPLETED	0	2026-02-04 16:49:59.537	54.9s	48s	99.9%	1 GB	1.9 GB	6.2 GB	167.4 KB
