task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	d9/7e75cf	-	PIPELINE_INITIALISATION:READ_YAML	CACHED	-	2026-02-04 13:24:25.750	95ms	46ms	-	-	-	-	-
2	d8/a4ca65	20716.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:KMERS:FASTK_FASTK (DurTes.long.31)	CACHED	0	2026-02-04 13:24:26.013	22m 23s	22m 16s	330.5%	30.3 GB	33.7 GB	146.1 GB	136 GB
3	0c/160e99	20718.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:KMERS:FASTK_HISTEX (DurTes.long.31)	CACHED	0	2026-02-04 13:46:49.763	9.2s	21ms	76.0%	0	0	354.7 KB	9.6 KB
4	19/c3d338	20719.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:KMERS:GENOMESCOPE2 (DurTes.long.31)	CACHED	0	2026-02-04 13:46:59.101	9.9s	5.9s	613.4%	112.7 MB	16.3 GB	17.4 MB	879.7 KB
5	83/63cf26	20720.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:ORGANELLE_ASSEMBLY:CONCATENATE_INPUT_READS (DurTes)	CACHED	0	2026-02-04 13:47:09.088	2m 5s	1m 59s	100.1%	3.5 MB	15.6 MB	27.7 GB	27.7 GB
8	4f/77782d	20723.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:ORGANELLE_ASSEMBLY:MITOHIFI_FINDMITOREFERENCE (Durio testudinarium)	CACHED	0	2026-02-04 13:47:09.215	1m 5s	50.2s	15.9%	51.5 MB	8.2 GB	7.3 MB	1.8 MB
7	98/13e632	20721.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:RAW_ASSEMBLY:HIFIASM_BIN ()	CACHED	0	2026-02-04 13:47:09.131	1h 42m	1h 41m 58s	2783.5%	34.2 GB	36.4 GB	55.3 GB	13.8 GB
6	6e/e1cf3e	20722.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:ORGANELLE_ASSEMBLY:OATK (DurTes)	CACHED	0	2026-02-04 13:47:09.174	11m 15s	11m 12s	229.9%	46.9 GB	50.4 GB	32.5 GB	12.4 MB
10	52/77fbe3	20845.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:RAW_ASSEMBLY:HIFIASM (primary)	CACHED	0	2026-02-04 15:29:09.384	7m	6m 57s	317.4%	17.1 GB	18.7 GB	24.8 GB	11.9 GB
11	6c/244d6c	20847.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:ORGANELLE_ASSEMBLY:CONCATENATE_ASSEMBLIES (primary)	CACHED	0	2026-02-04 15:36:09.472	9.8s	7s	95.6%	3.5 MB	15.6 MB	1.5 GB	1.5 GB
14	76/0aa347	20848.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:FASTX_MAP_LONG_READS:FASTXALIGN_PYFASTXINDEX (DurTes.fastq.gz)	CACHED	0	2026-02-04 15:36:09.512	10m 50s	10m 46s	100.2%	1.8 GB	1.8 GB	55.6 GB	2.2 GB
12	04/29e7df	20851.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:BGZIP_ASSEMBLIES (primary_hap1)	CACHED	0	2026-02-04 15:36:09.632	1m 25s	1m 23s	100.2%	10.1 MB	14.3 MB	765.1 MB	167.9 MB
13	99/c57c93	20850.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:BGZIP_ASSEMBLIES (primary_hap2)	CACHED	0	2026-02-04 15:36:09.594	1m 25s	1m 22s	100.1%	10.1 MB	14.3 MB	750.6 MB	165.5 MB
15	9d/74198d	20852.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:FASTX_MAP_LONG_READS:MINIMAP2_INDEX (primary)	CACHED	0	2026-02-04 15:36:09.667	29.6s	24s	150.6%	4.7 GB	5.4 GB	765.1 MB	1.9 GB
16	88/dafa85	20849.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:PURGEDUPS_SPLITFA (primary)	CACHED	0	2026-02-04 15:36:09.556	2m 25s	2m 13s	101.2%	39.9 MB	76.5 MB	1.5 GB	948.5 MB
19	db/7eb68b	20854.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:ASMSTATS (primary_hap1)	CACHED	0	2026-02-04 15:37:34.409	9.9s	6.6s	99.3%	46 MB	82.4 MB	168.3 MB	25.5 KB
23	e1/bc4254	20855.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:ASMSTATS (primary_hap2)	CACHED	0	2026-02-04 15:37:34.453	9.8s	6.3s	100.7%	45.5 MB	82.4 MB	165.8 MB	11.8 KB
22	e0/f5dea7	20856.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:GFASTATS (primary_hap2)	CACHED	0	2026-02-04 15:37:34.503	2m 20s	2m 15s	108.4%	1 GB	1.3 GB	165.6 MB	180.6 MB
27	46/8c4375	20865.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:FASTX_MAP_LONG_READS:FASTXALIGN_MINIMAP2ALIGN (primary)	CACHED	0	2026-02-04 15:46:59.569	1h 2m 15s	1h 2m 8s	1879.5%	8.2 GB	9.8 GB	150.1 GB	17.1 GB
20	94/32d402	20857.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:GFASTATS (primary_hap1)	CACHED	0	2026-02-04 15:37:34.548	2m 20s	2m 14s	108.8%	948 MB	1.2 GB	168.1 MB	183.4 MB
26	75/961eee	20863.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:FASTX_MAP_LONG_READS:FASTXALIGN_MINIMAP2ALIGN (primary)	CACHED	0	2026-02-04 15:46:59.485	1h 2m 25s	1h 2m 20s	1880.9%	8.1 GB	9.5 GB	149.8 GB	17.1 GB
25	c0/01ec33	20864.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:FASTX_MAP_LONG_READS:FASTXALIGN_MINIMAP2ALIGN (primary)	CACHED	0	2026-02-04 15:46:59.527	1h 2m 35s	1h 2m 26s	1901.2%	8.4 GB	9.9 GB	149.6 GB	17.1 GB
29	a3/2f4da4	20861.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:MINIMAP2_ALIGN_ASSEMBLY (primary)	CACHED	0	2026-02-04 15:38:34.342	4m 50s	4m 47s	985.9%	35 GB	37.5 GB	367.2 MB	6.2 GB
28	d6/4888f4	20866.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:FASTX_MAP_LONG_READS:FASTXALIGN_MINIMAP2ALIGN (primary)	CACHED	0	2026-02-04 15:46:59.611	37m 45s	37m 37s	1762.4%	8.3 GB	9.9 GB	91 GB	9.7 GB
