6.0500	0.7309
8.0500	0.3894
10.0500	0.7911
12.0500	0.6987
14.0500	0.3797
16.0500	0.1686
18.0500	0.3577
20.0500	0.5288
22.0500	0.6331
24.0500	0.7168
26.0500	0.8034
28.0500	0.8959
30.0500	0.9655
32.0500	1.0295
34.0500	1.0825
36.0500	1.1346
38.0500	1.1786
40.0500	1.2190
42.0500	1.2545
44.0500	1.2894
46.0500	1.3207
48.0500	1.3489
50.0500	1.3755
52.0500	1.3990
54.0500	1.4210
56.0500	1.4406
58.0500	1.4600
60.0500	1.4788
62.0500	1.4955
64.0500	1.5112
66.0500	1.5258
68.0500	1.5403
70.0500	1.5527
72.0500	1.5650
74.0500	1.5771
76.0500	1.5885
78.0500	1.5991
80.0500	1.6093
82.0500	1.6193
84.0500	1.6283
86.0500	1.6371
88.0500	1.6451
90.0500	1.6532
92.0500	1.6607
94.0500	1.6680
96.0500	1.6748
98.0500	1.6815
14.1000	0.3770
14.3000	0.3628
14.5000	0.3430
14.7000	0.2828
14.9000	0.2624
15.1000	0.2607
15.3000	0.2595
15.5000	0.2210
15.7000	0.2237
15.9000	0.2280
16.1000	0.1760
16.3000	0.2025
16.5000	0.2246
16.7000	0.2346
16.9000	0.2595
17.1000	0.2847
17.3000	0.3048
17.5000	0.3142
17.7000	0.3359
15.8100	0.2260
15.8200	0.2258
15.8300	0.2262
15.8400	0.2265
15.8500	0.2265
15.8600	0.2269
15.8700	0.2272
15.8800	0.2275
15.8900	0.2278
15.9000	0.2280
15.9100	0.2283
15.9200	0.2287
15.9300	0.2291
15.9400	0.2294
15.9500	0.2297
15.9600	0.2301
15.9700	0.2304
15.9800	0.2308
15.9900	0.2311
16.0000	0.2315
16.0100	0.1627
16.0200	0.1642
16.0300	0.1657
16.0400	0.1671
16.0500	0.1686
16.0600	0.1701
16.0700	0.1716
16.0800	0.1731
16.0900	0.1745
16.1000	0.1760
16.1100	0.1775
16.1200	0.1789
16.1300	0.1803
16.1400	0.1818
16.1500	0.1832
16.1600	0.1840
16.1700	0.1854
16.1800	0.1868
16.1900	0.1880
8.0050	0.3669
