6.0500	0.6084
8.0500	0.8170
10.0500	0.8305
12.0500	0.4334
14.0500	0.8575
16.0500	0.6758
18.0500	0.2778
20.0500	0.5261
22.0500	0.7949
24.0500	0.8730
26.0500	0.8098
28.0500	0.6805
30.0500	0.5264
32.0500	0.3709
34.0500	0.2167
36.0500	0.0780
38.0500	0.0923
40.0500	0.1973
42.0500	0.2896
44.0500	0.3990
46.0500	0.4699
48.0500	0.5293
50.0500	0.5800
52.0500	0.6247
54.0500	0.6639
56.0500	0.7050
58.0500	0.7474
60.0500	0.7822
62.0500	0.8154
64.0500	0.8548
66.0500	0.8897
68.0500	0.9231
70.0500	0.9547
72.0500	0.9848
74.0500	1.0127
76.0500	1.0387
78.0500	1.0625
80.0500	1.0844
82.0500	1.1067
84.0500	1.1290
86.0500	1.1481
88.0500	1.1583
90.0500	1.1779
92.0500	1.1963
94.0500	1.2137
96.0500	1.2292
98.0500	1.2459
34.1000	0.2140
34.3000	0.2028
34.5000	0.1894
34.7000	0.1710
34.9000	0.1588
35.1000	0.1476
35.3000	0.1334
35.5000	0.1185
35.7000	0.0997
35.9000	0.0884
36.1000	0.0778
36.3000	0.0762
36.5000	0.0742
36.7000	0.0705
36.9000	0.0691
37.1000	0.0737
37.3000	0.0824
37.5000	0.0901
37.7000	0.0995
35.8100	0.0931
35.8200	0.0926
35.8300	0.0921
35.8400	0.0916
35.8500	0.0910
35.8600	0.0906
35.8700	0.0900
35.8800	0.0895
35.8900	0.0890
35.9000	0.0884
35.9100	0.0879
35.9200	0.0873
35.9300	0.0868
35.9400	0.0863
35.9500	0.0858
35.9600	0.0852
35.9700	0.0847
35.9800	0.0842
35.9900	0.0836
36.0000	0.0831
36.0100	0.0782
36.0200	0.0781
36.0300	0.0781
36.0400	0.0781
36.0500	0.0780
36.0600	0.0780
36.0700	0.0779
36.0800	0.0779
36.0900	0.0779
36.1000	0.0778
36.1100	0.0778
36.1200	0.0777
36.1300	0.0777
36.1400	0.0776
36.1500	0.0776
36.1600	0.0776
36.1700	0.0775
36.1800	0.0774
18.0900	0.2775
