6.0500	0.6950
8.0500	0.7434
10.0500	0.4418
12.0500	0.8087
14.0500	0.7515
16.0500	0.6610
18.0500	0.3830
20.0500	0.1953
22.0500	0.4022
24.0500	0.5654
26.0500	0.6358
28.0500	0.6840
30.0500	0.7265
32.0500	0.7739
34.0500	0.8335
36.0500	0.8901
38.0500	0.9388
40.0500	1.0184
42.0500	1.0634
44.0500	1.0788
46.0500	1.1187
48.0500	1.1589
50.0500	1.1951
52.0500	1.2270
54.0500	1.2576
56.0500	1.2852
58.0500	1.3082
60.0500	1.3322
62.0500	1.3556
64.0500	1.3775
66.0500	1.3969
68.0500	1.4189
70.0500	1.4330
72.0500	1.4491
74.0500	1.4640
76.0500	1.4759
78.0500	1.4903
80.0500	1.5031
82.0500	1.5163
84.0500	1.5277
86.0500	1.5382
88.0500	1.5487
90.0500	1.5577
92.0500	1.5676
94.0500	1.5784
96.0500	1.5849
98.0500	1.5935
18.1000	0.3794
18.3000	0.3618
18.5000	0.3290
18.7000	0.2962
18.9000	0.2632
19.1000	0.2543
19.3000	0.2333
19.5000	0.2133
19.7000	0.2054
19.9000	0.2092
20.1000	0.2007
20.3000	0.2203
20.5000	0.2320
20.7000	0.2421
20.9000	0.2559
21.1000	0.2786
21.3000	0.2997
21.5000	0.3564
21.7000	0.3701
19.8100	0.2072
19.8200	0.2074
19.8300	0.2076
19.8400	0.2078
19.8500	0.2080
19.8600	0.2082
19.8700	0.2086
19.8800	0.2088
19.8900	0.2090
19.9000	0.2092
19.9100	0.2093
19.9200	0.2095
19.9300	0.2097
19.9400	0.2100
19.9500	0.2102
19.9600	0.2104
19.9700	0.2106
19.9800	0.2108
19.9900	0.2110
20.0000	0.1899
20.0100	0.1910
20.0200	0.1921
20.0300	0.1932
20.0400	0.1943
20.0500	0.1953
20.0600	0.1964
20.0700	0.1975
20.0800	0.1985
20.0900	0.1997
20.1000	0.2007
20.1100	0.2016
20.1200	0.2026
20.1300	0.2037
20.1400	0.2048
20.1500	0.2059
20.1600	0.2070
20.1700	0.2081
20.1800	0.2091
20.1900	0.2093
10.0000	0.4244
