task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
13	15/484efe	20871.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:BGZIP_ASSEMBLIES (primary_hap2)	CACHED	0	2026-02-04 16:21:28.595	1m 35s	1m 29s	99.8%	10.4 MB	14.3 MB	755.8 MB	174.9 MB
16	80/173df0	20873.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:FASTX_MAP_LONG_READS:MINIMAP2_INDEX (primary)	CACHED	0	2026-02-04 16:21:28.664	34.5s	28s	149.0%	4.9 GB	5.6 GB	794.3 MB	2 GB
12	65/86168c	20872.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:BGZIP_ASSEMBLIES (primary_hap1)	CACHED	0	2026-02-04 16:21:28.631	1m 34s	1m 31s	100.1%	10.4 MB	14.3 MB	794.3 MB	184.2 MB
15	eb/ed80f5	20869.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:PURGEDUPS_SPLITFA (primary)	CACHED	0	2026-02-04 16:21:28.497	2m 40s	2m 28s	101.2%	49.3 MB	76.5 MB	1.6 GB	996 MB
14	45/95e5e7	20868.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:FASTX_MAP_LONG_READS:FASTXALIGN_PYFASTXINDEX (D_Put_Vn.fastq.gz)	CACHED	0	2026-02-04 16:21:28.462	15m 10s	15m 6s	100.2%	3.3 GB	3.3 GB	57.2 GB	3.9 GB
17	18/46f69a	20874.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:ORGANELLE_ASSEMBLY:MITOHIFI_MITOHIFI_CONTIGS (primary)	CACHED	0	2026-02-04 16:21:43.192	4h 42m 51s	4h 42m 38s	331.9%	43.7 GB	2.3 TB	13.6 GB	3.2 GB
20	f4/f3b1f5	20876.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:ASMSTATS (primary_hap1)	CACHED	0	2026-02-04 16:23:03.246	9.9s	7.2s	100.8%	55.6 MB	82.6 MB	184.6 MB	53.6 KB
23	4b/f09a1b	20878.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:ASMSTATS (primary_hap2)	CACHED	0	2026-02-04 16:23:03.317	9.8s	6.8s	100.7%	55.3 MB	82.4 MB	175.3 MB	17.8 KB
22	b6/51f2c7	20875.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:GFASTATS (primary_hap1)	CACHED	0	2026-02-04 16:23:03.209	2m 35s	2m 30s	108.5%	1.1 GB	1.3 GB	184.4 MB	201.7 MB
25	7d/885e74	20877.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:GFASTATS (primary_hap2)	CACHED	0	2026-02-04 16:23:03.283	2m 20s	2m 18s	108.8%	1007.6 MB	1.2 GB	175.1 MB	191.6 MB
18	b2/390454	20882.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:MINIMAP2_ALIGN_ASSEMBLY (primary)	CACHED	0	2026-02-04 16:24:08.200	3m 55s	3m 51s	739.1%	24.4 GB	28.4 GB	403.8 MB	4.2 GB
24	7e/b5a20f	20879.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:BUSCO_BUSCO (primary_hap2)	CACHED	0	2026-02-04 16:23:03.353	16m 40s	16m 29s	1350.0%	12.1 GB	291.8 GB	9.4 GB	6.7 GB
21	66/ddceac	20880.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:BUSCO_BUSCO (primary_hap1)	CACHED	0	2026-02-04 16:23:03.388	21m 10s	21m	1112.7%	12.8 GB	292.6 GB	9.7 GB	6.8 GB
9	03/d2e86c	21116.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:ORGANELLE_ASSEMBLY:MITOHIFI_MITOHIFI_READS (DurZibPV)	ABORTED	-	2026-02-05 10:31:45.594	-	-	-	-	-	-	-
19	8f/5e9840	21117.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:MERQURYFK_MERQURYFK (primary)	ABORTED	-	2026-02-05 10:31:45.666	-	-	-	-	-	-	-
29	e5/21959c	21118.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:FASTX_MAP_LONG_READS:FASTXALIGN_MINIMAP2ALIGN (primary)	ABORTED	-	2026-02-05 10:31:45.707	-	-	-	-	-	-	-
26	12/5cd048	21119.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:FASTX_MAP_LONG_READS:FASTXALIGN_MINIMAP2ALIGN (primary)	ABORTED	-	2026-02-05 10:31:45.761	-	-	-	-	-	-	-
32	d9/4f36a6	21120.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:FASTX_MAP_LONG_READS:FASTXALIGN_MINIMAP2ALIGN (primary)	ABORTED	-	2026-02-05 10:31:45.808	-	-	-	-	-	-	-
28	fd/c5a92f	21121.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:FASTX_MAP_LONG_READS:FASTXALIGN_MINIMAP2ALIGN (primary)	ABORTED	-	2026-02-05 10:31:45.859	-	-	-	-	-	-	-
30	81/ec3599	21122.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:FASTX_MAP_LONG_READS:FASTXALIGN_MINIMAP2ALIGN (primary)	ABORTED	-	2026-02-05 10:31:45.899	-	-	-	-	-	-	-
31	3f/c27dca	21123.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:FASTX_MAP_LONG_READS:FASTXALIGN_MINIMAP2ALIGN (primary)	ABORTED	-	2026-02-05 10:31:45.947	-	-	-	-	-	-	-
27	df/5b6ab5	21124.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:PURGING:FASTX_MAP_LONG_READS:FASTXALIGN_MINIMAP2ALIGN (primary)	ABORTED	-	2026-02-05 10:31:45.989	-	-	-	-	-	-	-
